0	1
0.01	-0.000761628
0.02	-1.66444
0.03	-2.41602
0.04	-3.26289
0.05	-4.12592
0.06	-4.98512
0.07	-5.83143
0.08	-6.65913
0.09	-7.46387
0.1	-8.24197
0.11	-8.99015
0.12	-9.70544
0.13	-10.3851
0.14	-11.0266
0.15	-11.6275
0.16	-12.1858
0.17	-12.6995
0.18	-13.1669
0.19	-13.5863
0.2	-13.9564
0.21	-14.2761
0.22	-14.5444
0.23	-14.7606
0.24	-14.9242
0.25	-15.0349
0.26	-15.0926
0.27	-15.0974
0.28	-15.0496
0.29	-14.9499
0.3	-14.7989
0.31	-14.5977
0.32	-14.3473
0.33	-14.0491
0.34	-13.7047
0.35	-13.3157
0.36	-12.8841
0.37	-12.4119
0.38	-11.9012
0.39	-11.3545
0.4	-10.7742
0.41	-10.1628
0.42	-9.52316
0.43	-8.85798
0.44	-8.17018
0.45	-7.4627
0.46	-6.73859
0.47	-6.00089
0.48	-5.25271
0.49	-4.49718
0.5	-3.73743
0.51	-2.97657
0.52	-2.21772
0.53	-1.46395
0.54	-0.718283
0.55	0.0163079
0.56	0.736923
0.57	1.44074
0.58	2.12505
0.59	2.78721
0.6	3.42473
0.61	4.03522
0.62	4.61645
0.63	5.16631
0.64	5.68285
0.65	6.16429
0.66	6.60899
0.67	7.0155
0.68	7.38256
0.69	7.70907
0.7	7.99411
0.71	8.23698
0.72	8.43713
0.73	8.59422
0.74	8.70812
0.75	8.77885
0.76	8.80665
0.77	8.79193
0.78	8.73529
0.79	8.63752
0.8	8.49956
0.81	8.32253
0.82	8.10773
0.83	7.85659
0.84	7.5707
0.85	7.2518
0.86	6.90174
0.87	6.52252
0.88	6.11623
0.89	5.68507
0.9	5.23134
0.91	4.7574
0.92	4.26571
0.93	3.75876
0.94	3.23911
0.95	2.70933
0.96	2.17204
0.97	1.62985
0.98	1.08538
0.99	0.541226
1	-2.65833e-005
