0	1
0.01	-0.00187129
0.02	-1.66305
0.03	-2.40664
0.04	-3.23593
0.05	-4.06829
0.06	-4.88041
0.07	-5.6601
0.08	-6.39879
0.09	-7.08956
0.1	-7.7265
0.11	-8.30447
0.12	-8.81902
0.13	-9.26634
0.14	-9.64326
0.15	-9.94725
0.16	-10.1764
0.17	-10.3296
0.18	-10.4062
0.19	-10.4063
0.2	-10.3307
0.21	-10.1807
0.22	-9.95834
0.23	-9.66623
0.24	-9.30754
0.25	-8.88597
0.26	-8.40574
0.27	-7.87153
0.28	-7.28843
0.29	-6.66191
0.3	-5.99777
0.31	-5.30204
0.32	-4.58101
0.33	-3.84107
0.34	-3.08876
0.35	-2.33061
0.36	-1.57317
0.37	-0.822865
0.38	-0.0860208
0.39	0.631245
0.4	1.32306
0.41	1.98384
0.42	2.60835
0.43	3.19175
0.44	3.7296
0.45	4.21797
0.46	4.65337
0.47	5.03288
0.48	5.3541
0.49	5.61518
0.5	5.81486
0.51	5.95245
0.52	6.02784
0.53	6.04149
0.54	5.99442
0.55	5.88819
0.56	5.72492
0.57	5.50718
0.58	5.23806
0.59	4.92106
0.6	4.56008
0.61	4.15941
0.62	3.72361
0.63	3.25756
0.64	2.76631
0.65	2.25512
0.66	1.72935
0.67	1.19443
0.68	0.65581
0.69	0.118894
0.7	-0.411
0.71	-0.92869
0.72	-1.42919
0.73	-1.90773
0.74	-2.35983
0.75	-2.78132
0.76	-3.1684
0.77	-3.51762
0.78	-3.82599
0.79	-4.09093
0.8	-4.31032
0.81	-4.48254
0.82	-4.60643
0.83	-4.68135
0.84	-4.70712
0.85	-4.68409
0.86	-4.61308
0.87	-4.49535
0.88	-4.33266
0.89	-4.12717
0.9	-3.88146
0.91	-3.59847
0.92	-3.2815
0.93	-2.93415
0.94	-2.56028
0.95	-2.16399
0.96	-1.74957
0.97	-1.32142
0.98	-0.884064
0.99	-0.442067
1	7.61108e-006
