0	1
0.01	-0.000144541
0.02	-1.66567
0.03	-2.4228
0.04	-3.28154
0.05	-4.16509
0.06	-5.05573
0.07	-5.94661
0.08	-6.83414
0.09	-7.71604
0.1	-8.59058
0.11	-9.45635
0.12	-10.3121
0.13	-11.1567
0.14	-11.9891
0.15	-12.8083
0.16	-13.6133
0.17	-14.4033
0.18	-15.1772
0.19	-15.9343
0.2	-16.6737
0.21	-17.3945
0.22	-18.0961
0.23	-18.7777
0.24	-19.4385
0.25	-20.0777
0.26	-20.6949
0.27	-21.2892
0.28	-21.8601
0.29	-22.407
0.3	-22.9293
0.31	-23.4265
0.32	-23.8982
0.33	-24.3437
0.34	-24.7628
0.35	-25.155
0.36	-25.5199
0.37	-25.8572
0.38	-26.1666
0.39	-26.4479
0.4	-26.7007
0.41	-26.9249
0.42	-27.1204
0.43	-27.2869
0.44	-27.4245
0.45	-27.533
0.46	-27.6125
0.47	-27.6628
0.48	-27.6842
0.49	-27.6765
0.5	-27.6401
0.51	-27.5749
0.52	-27.4813
0.53	-27.3594
0.54	-27.2094
0.55	-27.0316
0.56	-26.8264
0.57	-26.5941
0.58	-26.3351
0.59	-26.0497
0.6	-25.7385
0.61	-25.4018
0.62	-25.0403
0.63	-24.6543
0.64	-24.2446
0.65	-23.8115
0.66	-23.3559
0.67	-22.8782
0.68	-22.3792
0.69	-21.8596
0.7	-21.3199
0.71	-20.7611
0.72	-20.1837
0.73	-19.5887
0.74	-18.9767
0.75	-18.3486
0.76	-17.7052
0.77	-17.0474
0.78	-16.3759
0.79	-15.6917
0.8	-14.9957
0.81	-14.2886
0.82	-13.5716
0.83	-12.8453
0.84	-12.1108
0.85	-11.369
0.86	-10.6208
0.87	-9.86719
0.88	-9.10904
0.89	-8.34733
0.9	-7.58298
0.91	-6.81694
0.92	-6.05015
0.93	-5.28354
0.94	-4.51805
0.95	-3.75461
0.96	-2.99413
0.97	-2.23753
0.98	-1.48571
0.99	-0.739566
1	1.33018e-005
