0	1
0.01	-0.00347298
0.02	-1.66152
0.03	-2.39466
0.04	-3.20078
0.05	-3.99271
0.06	-4.74302
0.07	-5.43597
0.08	-6.06
0.09	-6.60592
0.1	-7.06629
0.11	-7.43524
0.12	-7.70844
0.13	-7.88303
0.14	-7.95767
0.15	-7.93252
0.16	-7.80919
0.17	-7.59069
0.18	-7.28142
0.19	-6.88704
0.2	-6.41438
0.21	-5.87136
0.22	-5.2668
0.23	-4.61036
0.24	-3.91229
0.25	-3.18334
0.26	-2.43457
0.27	-1.67718
0.28	-0.922315
0.29	-0.180936
0.3	0.536376
0.31	1.21957
0.32	1.85926
0.33	2.44688
0.34	2.97481
0.35	3.43646
0.36	3.82635
0.37	4.14025
0.38	4.37512
0.39	4.52926
0.4	4.60223
0.41	4.59486
0.42	4.50925
0.43	4.3487
0.44	4.11763
0.45	3.8215
0.46	3.46671
0.47	3.0605
0.48	2.61079
0.49	2.12607
0.5	1.61524
0.51	1.08747
0.52	0.552016
0.53	0.0181253
0.54	-0.505163
0.55	-1.00914
0.56	-1.48559
0.57	-1.92686
0.58	-2.32606
0.59	-2.67711
0.6	-2.97482
0.61	-3.21501
0.62	-3.39455
0.63	-3.51135
0.64	-3.56446
0.65	-3.55401
0.66	-3.4812
0.67	-3.34829
0.68	-3.15854
0.69	-2.91612
0.7	-2.62605
0.71	-2.2941
0.72	-1.92668
0.73	-1.5307
0.74	-1.11348
0.75	-0.682628
0.76	-0.245848
0.77	0.189132
0.78	0.614725
0.79	1.0236
0.8	1.40882
0.81	1.76392
0.82	2.08307
0.83	2.36112
0.84	2.5937
0.85	2.77729
0.86	2.90924
0.87	2.98787
0.88	3.01242
0.89	2.98309
0.9	2.90102
0.91	2.76827
0.92	2.58774
0.93	2.36315
0.94	2.09896
0.95	1.80025
0.96	1.47268
0.97	1.12234
0.98	0.755655
0.99	0.379287
1	-7.98456e-006
