0	0
0.01	-0.00347298
0.02	-0.0045929
0.03	-0.00520721
0.04	-0.00557696
0.05	-0.00578863
0.06	-0.00588166
0.07	-0.00587796
0.08	-0.00579182
0.09	-0.00563362
0.1	-0.0054117
0.11	-0.00513353
0.12	-0.0048059
0.13	-0.00443528
0.14	-0.00402822
0.15	-0.00359103
0.16	-0.00313002
0.17	-0.00265165
0.18	-0.002162
0.19	-0.00166745
0.2	-0.00117376
0.21	-0.000686899
0.22	-0.000212563
0.23	0.000244177
0.24	0.000678141
0.25	0.00108499
0.26	0.00146046
0.27	0.00180087
0.28	0.00210318
0.29	0.0023647
0.3	0.00258337
0.31	0.00275775
0.32	0.00288694
0.33	0.00297058
0.34	0.00300898
0.35	0.00300295
0.36	0.00295381
0.37	0.00286353
0.38	0.00273444
0.39	0.00256925
0.4	0.00237137
0.41	0.00214431
0.42	0.00189175
0.43	0.00161815
0.44	0.00132766
0.45	0.00102474
0.46	0.000713731
0.47	0.000399509
0.48	8.63869e-005
0.49	-0.000221407
0.5	-0.00051935
0.51	-0.0008036
0.52	-0.00107053
0.53	-0.00131648
0.54	-0.00153848
0.55	-0.00173396
0.56	-0.00190044
0.57	-0.0020362
0.58	-0.00213989
0.59	-0.00221055
0.6	-0.00224779
0.61	-0.00225167
0.62	-0.00222267
0.63	-0.00216176
0.64	-0.00207033
0.65	-0.00195024
0.66	-0.00180365
0.67	-0.00163294
0.68	-0.00144116
0.69	-0.0012313
0.7	-0.0010066
0.71	-0.000770538
0.72	-0.000526413
0.73	-0.000278359
0.74	-2.97478e-005
0.75	0.000215833
0.76	0.00045489
0.77	0.000684058
0.78	0.000900377
0.79	0.00110047
0.8	0.0012819
0.81	0.00144226
0.82	0.0015795
0.83	0.00169195
0.84	0.00177834
0.85	0.00183758
0.86	0.00186924
0.87	0.0018732
0.88	0.0018497
0.89	0.00179941
0.9	0.00172337
0.91	0.00162284
0.92	0.00149977
0.93	0.0013561
0.94	0.00119414
0.95	0.00101642
0.96	0.00082569
0.97	0.000624645
0.98	0.000416724
0.99	0.000204807
1	-7.98456e-006
